sku_name,brand,category,merchant,price_usd,discount,sold,gmv_usd,rating,reviews,month,country,marketplace,sku_name_clean,brand_clean,competitor_p25,competitor_median,competitor_p75,competitor_count
Kikkoman Soy Sauce Standard,Kikkoman,Groceries,kikkoman-seller-060,3.62,16.53,551,1996.09,3.77,149,2026-04-01,Vietnam,Lazada,kikkoman soy sauce standard,kikkoman,9.8175,14.379999999999999,23.295,18
Anker Power Bank Standard,Anker,Accessories,anker-seller-024,57.85,18.84,124,7173.73,4.67,898,2026-04-01,Thailand,Lazada,anker power bank standard,anker,31.4525,51.605000000000004,61.36,18
Maybelline Mascara,Maybelline,Beauty,maybelline-seller-040,33.0,15.84,165,5445.82,5.0,306,2026-04-01,Indonesia,Lazada,maybelline mascara,maybelline,14.915,21.92,34.74,14
Anker USB-C Hub 2026,Anker,Accessories,anker-seller-034,60.54,20.78,110,6659.19,4.85,81,2026-04-01,Malaysia,Shopee,anker usb c hub 2026,anker,27.97,38.81,60.3575,18
Kikkoman Teriyaki Sauce 2026,Kikkoman,Groceries,kikkoman-seller-013,11.04,13.13,415,4581.5,4.26,1193,2026-04-01,Vietnam,Shopee,kikkoman teriyaki sauce 2026,kikkoman,12.254999999999999,15.1,20.215,11
Philips LED Bulb Mini,Philips,Home & Living,philips-seller-048,43.26,22.69,121,5233.98,5.0,217,2026-04-01,Indonesia,Shopee,philips led bulb mini,philips,53.182500000000005,92.315,120.7775,14
Baseus Phone Holder Pro,Baseus,Accessories,baseus-seller-044,7.33,6.74,323,2368.55,4.28,132,2026-04-01,Indonesia,Lazada,baseus phone holder pro,baseus,34.17,44.72,54.65,13
Logitech Wireless Mouse Mini,Logitech,Accessories,logitech-seller-026,93.28,11.68,92,8581.73,4.81,166,2026-04-01,Singapore,Lazada,logitech wireless mouse mini,logitech,32.195,54.19,72.345,11
Kikkoman Teriyaki Sauce Pro,Kikkoman,Groceries,kikkoman-seller-058,5.25,11.02,435,2284.9,5.0,3133,2026-04-01,Indonesia,Lazada,kikkoman teriyaki sauce pro,kikkoman,8.790000000000001,15.085,23.88,8
Innisfree Cleanser Plus,Innisfree,Beauty,innisfree-seller-053,47.56,6.26,128,6087.04,4.34,195,2026-04-01,Malaysia,Lazada,innisfree cleanser plus,innisfree,17.525000000000002,28.17,42.207499999999996,14
IKEA Kitchen Organizer Mini,IKEA,Home & Living,ikea-seller-014,117.77,0.0,51,6006.27,4.14,227,2026-04-01,Philippines,Lazada,ikea kitchen organizer mini,ikea,47.79,70.94,112.47,13
Innisfree Moisturizer Plus,Innisfree,Beauty,innisfree-seller-001,48.29,5.02,114,5505.29,4.48,43,2026-04-01,Singapore,Lazada,innisfree moisturizer plus,innisfree,31.064999999999998,51.18,58.44,12
Maybelline Mascara Mini,Maybelline,Beauty,maybelline-seller-009,18.2,2.14,252,4585.93,4.48,58,2026-04-01,Philippines,Shopee,maybelline mascara mini,maybelline,18.2,27.58,35.63,9
L'Oreal Shampoo,L'Oreal,Beauty,l'oreal-seller-021,34.6,0.36,170,5882.16,4.66,76,2026-04-01,Malaysia,Shopee,l oreal shampoo,l oreal,14.785,26.75,42.754999999999995,15
Philips Desk Fan Mini,Philips,Home & Living,philips-seller-060,41.74,2.08,84,3506.03,4.56,152,2026-04-01,Vietnam,Lazada,philips desk fan mini,philips,36.775,72.83500000000001,138.975,14
Logitech Mechanical Keyboard Pro,Logitech,Accessories,logitech-seller-010,7.94,17.47,366,2905.77,4.76,113,2026-04-01,Indonesia,Shopee,logitech mechanical keyboard pro,logitech,19.685,37.67,56.75,15
Maybelline Mascara 2026,Maybelline,Beauty,maybelline-seller-017,29.83,18.92,170,5071.91,4.38,70,2026-04-01,Thailand,Lazada,maybelline mascara 2026,maybelline,26.8,29.83,33.545,11
LocknLock Lunch Box 2026,LocknLock,Home & Living,locknlock-seller-047,29.15,15.59,130,3789.05,4.49,49,2026-04-01,Malaysia,Shopee,locknlock lunch box 2026,locknlock,30.2425,42.25,76.165,6
Xiaomi Bluetooth Speaker,Xiaomi,Electronics,xiaomi-seller-058,113.66,19.12,46,5228.31,4.09,17,2026-04-01,Vietnam,Lazada,xiaomi bluetooth speaker,xiaomi,198.93,264.24,384.37,13
Philips Air Fryer Standard,Philips,Home & Living,philips-seller-047,137.81,15.51,52,7166.02,4.24,173,2026-04-01,Philippines,Shopee,philips air fryer standard,philips,55.33,114.77,125.54,17
Logitech Mechanical Keyboard Pro,Logitech,Accessories,logitech-seller-057,24.41,4.49,169,4125.43,4.22,927,2026-04-01,Indonesia,Lazada,logitech mechanical keyboard pro,logitech,34.17,44.72,54.65,13
Logitech Webcam Max,Logitech,Accessories,logitech-seller-055,47.15,6.01,120,5658.36,4.7,602,2026-04-01,Singapore,Lazada,logitech webcam max,logitech,32.195,54.19,72.345,11
Xiaomi Bluetooth Speaker Mini,Xiaomi,Electronics,xiaomi-seller-003,78.24,17.36,59,4616.17,4.54,15,2026-04-01,Indonesia,Shopee,xiaomi bluetooth speaker mini,xiaomi,90.44,253.53,317.4,17
Maybelline Lip Tint 2026,Maybelline,Beauty,maybelline-seller-010,15.89,9.13,270,4289.85,4.36,39,2026-04-01,Malaysia,Shopee,maybelline lip tint 2026,maybelline,14.785,26.75,42.754999999999995,15
Samsung Tablet Mini,Samsung,Electronics,samsung-seller-006,384.37,19.79,19,7302.97,5.0,298,2026-04-01,Vietnam,Lazada,samsung tablet mini,samsung,198.93,264.24,384.37,13
Innisfree Clay Mask 2026,Innisfree,Beauty,innisfree-seller-022,6.5,6.72,316,2054.48,4.89,172,2026-04-01,Thailand,Lazada,innisfree clay mask 2026,innisfree,26.8,29.83,33.545,11
Philips LED Bulb Mini,Philips,Home & Living,philips-seller-026,35.12,4.58,95,3335.96,4.17,102,2026-04-01,Vietnam,Lazada,philips led bulb mini,philips,36.775,72.83500000000001,138.975,14
Samsung Monitor,Samsung,Electronics,samsung-seller-045,241.09,11.74,26,6268.27,4.52,1416,2026-04-01,Malaysia,Shopee,samsung monitor,samsung,158.71,175.85,292.3,17
Samsung SSD Plus,Samsung,Electronics,samsung-seller-026,265.21,5.0,27,7160.7,4.39,693,2026-04-01,Thailand,Shopee,samsung ssd plus,samsung,173.70999999999998,290.11,390.29,15
Philips Desk Fan Mini,Philips,Home & Living,philips-seller-016,67.95,12.42,73,4960.33,4.29,228,2026-04-01,Philippines,Shopee,philips desk fan mini,philips,55.33,114.77,125.54,17
Innisfree Moisturizer Max,Innisfree,Beauty,innisfree-seller-060,35.98,16.5,210,7556.0,4.78,86,2026-04-01,Thailand,Shopee,innisfree moisturizer max,innisfree,32.565,39.69,46.95,10
Baseus Laptop Stand Plus,Baseus,Accessories,baseus-seller-024,18.53,17.14,228,4225.72,3.96,496,2026-04-01,Indonesia,Shopee,baseus laptop stand plus,baseus,19.685,37.67,56.75,15
Innisfree Cleanser Max,Innisfree,Beauty,innisfree-seller-002,26.75,20.74,240,6419.16,3.77,91,2026-04-01,Malaysia,Shopee,innisfree cleanser max,innisfree,14.785,26.75,42.754999999999995,15
Maybelline Foundation Mini,Maybelline,Beauty,maybelline-seller-010,11.75,9.35,356,4182.54,5.0,375,2026-04-01,Malaysia,Shopee,maybelline foundation mini,maybelline,14.785,26.75,42.754999999999995,15
Oishi Crackers Pro,Oishi,Groceries,oishi-seller-010,41.53,6.88,207,8596.26,5.0,228,2026-04-01,Singapore,Shopee,oishi crackers pro,oishi,24.235,27.73,35.86,8
Baseus USB-C Cable 2026,Baseus,Accessories,baseus-seller-040,8.69,17.93,355,3084.52,4.52,40,2026-04-01,Philippines,Shopee,baseus usb c cable 2026,baseus,18.205,38.7,57.4075,14
Anker Power Bank,Anker,Accessories,anker-seller-008,27.23,8.35,169,4601.2,4.19,245,2026-04-01,Thailand,Lazada,anker power bank,anker,31.4525,51.605000000000004,61.36,18
Xiaomi Bluetooth Speaker 2026,Xiaomi,Electronics,xiaomi-seller-048,93.9,13.49,37,3474.38,4.87,504,2026-04-01,Malaysia,Lazada,xiaomi bluetooth speaker 2026,xiaomi,117.225,214.85,296.595,20
Kikkoman Teriyaki Sauce Mini,Kikkoman,Groceries,kikkoman-seller-031,23.13,0.35,244,5643.24,4.78,329,2026-04-01,Indonesia,Shopee,kikkoman teriyaki sauce mini,kikkoman,15.4875,22.479999999999997,24.615,14
Anker Power Bank Max,Anker,Accessories,anker-seller-034,59.4,17.43,113,6712.0,4.22,38,2026-04-01,Indonesia,Shopee,anker power bank max,anker,19.685,37.67,56.75,15
Oishi Snack Mix 2026,Oishi,Groceries,oishi-seller-051,9.57,11.23,361,3452.97,4.66,76,2026-04-01,Vietnam,Lazada,oishi snack mix 2026,oishi,9.8175,14.379999999999999,23.295,18
Anker Power Bank Standard,Anker,Accessories,anker-seller-005,64.19,19.83,110,7061.09,4.27,415,2026-04-01,Philippines,Lazada,anker power bank standard,anker,31.35,49.355000000000004,69.3025,20
L'Oreal Shampoo Pro,L'Oreal,Beauty,l'oreal-seller-056,67.97,5.71,111,7544.24,4.79,40,2026-04-01,Singapore,Lazada,l oreal shampoo pro,l oreal,31.064999999999998,51.18,58.44,12
Nestle Chocolate Drink Max,Nestle,Groceries,nestle-seller-007,24.41,11.15,234,5711.55,4.98,147,2026-04-01,Philippines,Lazada,nestle chocolate drink max,nestle,12.06,20.37,26.03,11
Philips LED Bulb 2026,Philips,Home & Living,philips-seller-013,48.71,9.25,92,4480.97,4.6,23,2026-04-01,Malaysia,Lazada,philips led bulb 2026,philips,45.269999999999996,71.96,94.965,11
Philips LED Bulb Standard,Philips,Home & Living,philips-seller-016,97.86,9.69,51,4990.8,4.51,164,2026-04-01,Indonesia,Lazada,philips led bulb standard,philips,71.62,88.91,119.465,7
Innisfree Moisturizer Max,Innisfree,Beauty,innisfree-seller-011,20.1,26.46,216,4340.82,4.65,74,2026-04-01,Indonesia,Lazada,innisfree moisturizer max,innisfree,14.915,21.92,34.74,14
Innisfree Cleanser Pro,Innisfree,Beauty,innisfree-seller-016,12.99,12.61,253,3287.04,4.4,683,2026-04-01,Vietnam,Lazada,innisfree cleanser pro,innisfree,13.477500000000001,31.494999999999997,45.557500000000005,16
Baseus Laptop Stand Plus,Baseus,Accessories,baseus-seller-057,47.17,18.58,116,5471.68,4.55,98,2026-04-01,Indonesia,Lazada,baseus laptop stand plus,baseus,34.17,44.72,54.65,13
Oishi Snack Mix Plus,Oishi,Groceries,oishi-seller-043,17.78,0.01,249,4426.58,4.86,572,2026-04-01,Vietnam,Lazada,oishi snack mix plus,oishi,9.8175,14.379999999999999,23.295,18
Samsung Tablet Mini,Samsung,Electronics,samsung-seller-056,255.63,21.46,25,6390.65,3.86,124,2026-04-01,Thailand,Shopee,samsung tablet mini,samsung,173.70999999999998,290.11,390.29,15
Xiaomi Router 2026,Xiaomi,Electronics,xiaomi-seller-028,77.15,22.2,64,4937.42,4.49,554,2026-04-01,Philippines,Shopee,xiaomi router 2026,xiaomi,79.115,162.70999999999998,219.89,16
Samsung SSD 2026,Samsung,Electronics,samsung-seller-042,60.84,1.3,52,3163.65,4.99,222,2026-04-01,Malaysia,Lazada,samsung ssd 2026,samsung,117.225,214.85,296.595,20
Nestle Chocolate Drink Max,Nestle,Groceries,nestle-seller-058,20.39,18.04,305,6219.45,3.87,147,2026-04-01,Thailand,Shopee,nestle chocolate drink max,nestle,8.635,15.62,26.814999999999998,11
Xiaomi Router Mini,Xiaomi,Electronics,xiaomi-seller-059,305.51,7.8,27,8248.83,3.91,202,2026-04-01,Indonesia,Shopee,xiaomi router mini,xiaomi,90.44,253.53,317.4,17
Baseus Phone Holder Max,Baseus,Accessories,baseus-seller-008,55.01,16.03,115,6326.29,4.73,738,2026-04-01,Thailand,Lazada,baseus phone holder max,baseus,31.4525,51.605000000000004,61.36,18
Kikkoman Soy Sauce,Kikkoman,Groceries,kikkoman-seller-021,15.74,16.27,298,4689.19,4.32,95,2026-04-01,Thailand,Lazada,kikkoman soy sauce,kikkoman,13.08,16.34,29.01,17
Innisfree Cleanser,Innisfree,Beauty,innisfree-seller-058,29.52,10.17,169,4988.05,4.15,55,2026-04-01,Singapore,Lazada,innisfree cleanser,innisfree,31.064999999999998,51.18,58.44,12
Oishi Green Tea 2026,Oishi,Groceries,oishi-seller-012,5.71,5.12,394,2251.16,4.05,20,2026-04-01,Philippines,Lazada,oishi green tea 2026,oishi,12.06,20.37,26.03,11
Philips Desk Fan 2026,Philips,Home & Living,philips-seller-039,72.04,1.28,60,4322.29,4.6,100,2026-04-01,Vietnam,Lazada,philips desk fan 2026,philips,36.775,72.83500000000001,138.975,14
Anker USB-C Hub Max,Anker,Accessories,anker-seller-050,68.69,23.32,117,8036.89,4.88,27,2026-04-01,Thailand,Shopee,anker usb c hub max,anker,34.805,68.69,79.66499999999999,15
Philips Air Fryer Max,Philips,Home & Living,philips-seller-042,137.71,8.31,65,8951.38,3.76,222,2026-04-01,Singapore,Shopee,philips air fryer max,philips,73.4575,107.11,153.76000000000002,14
JBL Earbuds 2026,JBL,Electronics,jbl-seller-011,165.38,2.04,31,5126.73,4.95,36,2026-04-01,Malaysia,Shopee,jbl earbuds 2026,jbl,158.71,175.85,292.3,17
Anker USB-C Hub Pro,Anker,Accessories,anker-seller-027,10.97,1.84,278,3050.14,4.49,304,2026-04-01,Thailand,Shopee,anker usb c hub pro,anker,34.805,68.69,79.66499999999999,15
Oishi Green Tea Plus,Oishi,Groceries,oishi-seller-056,6.36,9.23,522,3320.81,4.44,98,2026-04-01,Thailand,Shopee,oishi green tea plus,oishi,8.635,15.62,26.814999999999998,11
Innisfree Clay Mask Plus,Innisfree,Beauty,innisfree-seller-026,31.47,0.0,139,4374.95,3.91,310,2026-04-01,Indonesia,Lazada,innisfree clay mask plus,innisfree,14.915,21.92,34.74,14
Innisfree Cleanser Max,Innisfree,Beauty,innisfree-seller-037,47.35,18.03,123,5823.56,3.83,366,2026-04-01,Vietnam,Lazada,innisfree cleanser max,innisfree,13.477500000000001,31.494999999999997,45.557500000000005,16
IKEA Storage Box Plus,IKEA,Home & Living,ikea-seller-053,82.78,0.74,56,4635.94,4.69,724,2026-04-01,Indonesia,Shopee,ikea storage box plus,ikea,53.182500000000005,92.315,120.7775,14
Philips Air Fryer Max,Philips,Home & Living,philips-seller-003,119.88,21.78,72,8631.31,4.72,58,2026-04-01,Vietnam,Shopee,philips air fryer max,philips,30.745,85.29,123.395,15
Philips LED Bulb 2026,Philips,Home & Living,philips-seller-019,74.75,2.32,74,5531.71,4.7,28,2026-04-01,Indonesia,Lazada,philips led bulb 2026,philips,71.62,88.91,119.465,7
Innisfree Moisturizer 2026,Innisfree,Beauty,innisfree-seller-028,56.67,26.29,146,8273.73,4.4,306,2026-04-01,Singapore,Lazada,innisfree moisturizer 2026,innisfree,31.064999999999998,51.18,58.44,12
IKEA Storage Box,IKEA,Home & Living,ikea-seller-042,33.52,23.4,133,4457.69,5.0,427,2026-04-01,Malaysia,Shopee,ikea storage box,ikea,30.2425,42.25,76.165,6
IKEA Desk Lamp,IKEA,Home & Living,ikea-seller-038,23.97,32.32,174,4170.07,4.57,1141,2026-04-01,Singapore,Shopee,ikea desk lamp,ikea,73.4575,107.11,153.76000000000002,14
JBL Earbuds Plus,JBL,Electronics,jbl-seller-002,35.54,18.46,93,3305.1,4.94,208,2026-04-01,Philippines,Shopee,jbl earbuds plus,jbl,79.115,162.70999999999998,219.89,16
Philips LED Bulb Plus,Philips,Home & Living,philips-seller-006,20.92,12.09,121,2531.42,4.39,189,2026-04-01,Thailand,Lazada,philips led bulb plus,philips,58.5525,111.28999999999999,145.91,12
Kikkoman Soy Sauce Standard,Kikkoman,Groceries,kikkoman-seller-008,34.68,22.04,209,7248.47,4.31,397,2026-04-01,Malaysia,Lazada,kikkoman soy sauce standard,kikkoman,23.015,26.015,31.715,10
L'Oreal Face Wash Max,L'Oreal,Beauty,l'oreal-seller-025,5.86,8.06,365,2140.34,4.23,17,2026-04-01,Philippines,Lazada,l oreal face wash max,l oreal,14.325,27.92,40.269999999999996,11
Samsung Monitor Standard,Samsung,Electronics,samsung-seller-050,142.37,9.05,48,6833.9,4.0,55,2026-04-01,Philippines,Shopee,samsung monitor standard,samsung,79.115,162.70999999999998,219.89,16
Philips LED Bulb 2026,Philips,Home & Living,philips-seller-056,131.77,11.88,47,6193.36,4.21,325,2026-04-01,Thailand,Lazada,philips led bulb 2026,philips,58.5525,111.28999999999999,145.91,12
Anker Charging Cable Pro,Anker,Accessories,anker-seller-047,69.15,20.9,132,9128.44,4.79,798,2026-04-01,Thailand,Shopee,anker charging cable pro,anker,34.805,68.69,79.66499999999999,15
Oishi Green Tea 2026,Oishi,Groceries,oishi-seller-001,36.32,11.53,190,6901.48,3.5,40,2026-04-01,Singapore,Lazada,oishi green tea 2026,oishi,7.1,13.97,30.245,11
Anker Charging Cable,Anker,Accessories,anker-seller-032,44.67,1.43,119,5316.09,5.0,84,2026-04-01,Indonesia,Lazada,anker charging cable,anker,34.17,44.72,54.65,13
LocknLock Water Bottle 2026,LocknLock,Home & Living,locknlock-seller-038,118.25,13.77,64,7568.0,4.15,46,2026-04-01,Indonesia,Shopee,locknlock water bottle 2026,locknlock,53.182500000000005,92.315,120.7775,14
JBL Earbuds Standard,JBL,Electronics,jbl-seller-039,91.18,13.96,45,4102.98,4.46,23,2026-04-01,Philippines,Lazada,jbl earbuds standard,jbl,144.9275,225.20499999999998,331.09000000000003,26
Kikkoman Teriyaki Sauce Mini,Kikkoman,Groceries,kikkoman-seller-041,16.77,22.13,368,6171.84,3.84,33,2026-04-01,Indonesia,Shopee,kikkoman teriyaki sauce mini,kikkoman,15.4875,22.479999999999997,24.615,14
Logitech Wireless Mouse Standard,Logitech,Accessories,logitech-seller-042,32.01,7.14,165,5282.47,3.93,1198,2026-04-01,Indonesia,Shopee,logitech wireless mouse standard,logitech,19.685,37.67,56.75,15
Oishi Crackers Mini,Oishi,Groceries,oishi-seller-054,23.73,17.22,276,6548.7,4.71,146,2026-04-01,Malaysia,Shopee,oishi crackers mini,oishi,17.182499999999997,22.865000000000002,30.43,10
L'Oreal Shampoo Standard,L'Oreal,Beauty,l'oreal-seller-027,7.75,13.63,342,2651.22,4.79,471,2026-04-01,Indonesia,Lazada,l oreal shampoo standard,l oreal,14.915,21.92,34.74,14
Maybelline Lip Tint Max,Maybelline,Beauty,maybelline-seller-045,49.68,16.81,164,8148.03,4.6,345,2026-04-01,Thailand,Shopee,maybelline lip tint max,maybelline,32.565,39.69,46.95,10
Samsung Tablet Pro,Samsung,Electronics,samsung-seller-060,90.44,13.54,51,4612.22,4.68,141,2026-04-01,Indonesia,Shopee,samsung tablet pro,samsung,90.44,253.53,317.4,17
Innisfree Moisturizer Plus,Innisfree,Beauty,innisfree-seller-053,12.2,15.29,320,3904.58,4.63,38,2026-04-01,Vietnam,Shopee,innisfree moisturizer plus,innisfree,12.77,20.09,29.78,11
IKEA Storage Box Plus,IKEA,Home & Living,ikea-seller-009,9.45,5.9,174,1644.27,4.28,92,2026-04-01,Vietnam,Lazada,ikea storage box plus,ikea,36.775,72.83500000000001,138.975,14
Maybelline Foundation Mini,Maybelline,Beauty,maybelline-seller-014,7.09,0.0,305,2161.15,4.56,129,2026-04-01,Vietnam,Lazada,maybelline foundation mini,maybelline,13.477500000000001,31.494999999999997,45.557500000000005,16
IKEA Desk Lamp Mini,IKEA,Home & Living,ikea-seller-047,36.83,26.39,137,5046.39,4.74,48,2026-04-01,Philippines,Shopee,ikea desk lamp mini,ikea,55.33,114.77,125.54,17
Samsung Tablet Mini,Samsung,Electronics,samsung-seller-060,79.77,20.68,60,4786.37,4.67,65,2026-04-01,Philippines,Shopee,samsung tablet mini,samsung,79.115,162.70999999999998,219.89,16
Samsung Monitor Pro,Samsung,Electronics,samsung-seller-034,77.73,24.29,48,3731.0,4.51,212,2026-04-01,Philippines,Lazada,samsung monitor pro,samsung,144.9275,225.20499999999998,331.09000000000003,26
Kikkoman Teriyaki Sauce Mini,Kikkoman,Groceries,kikkoman-seller-047,32.39,0.0,161,5214.98,3.89,185,2026-04-01,Indonesia,Lazada,kikkoman teriyaki sauce mini,kikkoman,8.790000000000001,15.085,23.88,8
Xiaomi Router 2026,Xiaomi,Electronics,xiaomi-seller-046,101.79,17.62,55,5598.39,4.63,66,2026-04-01,Philippines,Lazada,xiaomi router 2026,xiaomi,144.9275,225.20499999999998,331.09000000000003,26
Logitech Wireless Mouse Plus,Logitech,Accessories,logitech-seller-041,59.81,13.4,112,6698.22,4.0,163,2026-04-01,Malaysia,Shopee,logitech wireless mouse plus,logitech,27.97,38.81,60.3575,18
LocknLock Food Container Standard,LocknLock,Home & Living,locknlock-seller-022,30.21,11.59,120,3624.66,4.56,176,2026-04-01,Vietnam,Shopee,locknlock food container standard,locknlock,30.745,85.29,123.395,15
Baseus USB-C Cable Max,Baseus,Accessories,baseus-seller-019,35.26,4.27,144,5076.79,4.82,184,2026-04-01,Malaysia,Shopee,baseus usb c cable max,baseus,27.97,38.81,60.3575,18
Innisfree Cleanser Mini,Innisfree,Beauty,innisfree-seller-021,41.54,21.02,184,7642.85,4.15,55,2026-04-01,Malaysia,Shopee,innisfree cleanser mini,innisfree,14.785,26.75,42.754999999999995,15
Innisfree Moisturizer Max,Innisfree,Beauty,innisfree-seller-037,24.67,9.96,236,5822.2,4.98,8,2026-04-01,Vietnam,Shopee,innisfree moisturizer max,innisfree,12.77,20.09,29.78,11
Oishi Snack Mix,Oishi,Groceries,oishi-seller-022,24.72,14.28,250,6180.44,3.86,258,2026-04-01,Indonesia,Shopee,oishi snack mix,oishi,15.4875,22.479999999999997,24.615,14
Xiaomi Router 2026,Xiaomi,Electronics,xiaomi-seller-031,231.42,19.87,30,6942.67,4.91,302,2026-04-01,Philippines,Lazada,xiaomi router 2026,xiaomi,144.9275,225.20499999999998,331.09000000000003,26
LocknLock Food Container,LocknLock,Home & Living,locknlock-seller-053,86.01,21.58,81,6966.9,4.27,113,2026-04-01,Thailand,Lazada,locknlock food container,locknlock,58.5525,111.28999999999999,145.91,12
LocknLock Lunch Box Max,LocknLock,Home & Living,locknlock-seller-044,114.21,0.0,59,6738.43,4.39,187,2026-04-01,Singapore,Shopee,locknlock lunch box max,locknlock,73.4575,107.11,153.76000000000002,14
Kikkoman Teriyaki Sauce,Kikkoman,Groceries,kikkoman-seller-059,32.24,14.66,263,8478.55,5.0,43,2026-04-01,Malaysia,Shopee,kikkoman teriyaki sauce,kikkoman,17.182499999999997,22.865000000000002,30.43,10
Nestle Coffee Pro,Nestle,Groceries,nestle-seller-025,16.33,0.0,282,4606.07,4.02,57,2026-04-01,Malaysia,Shopee,nestle coffee pro,nestle,17.182499999999997,22.865000000000002,30.43,10
Philips Air Fryer 2026,Philips,Home & Living,philips-seller-039,17.42,16.15,174,3031.52,4.37,119,2026-04-01,Philippines,Shopee,philips air fryer 2026,philips,55.33,114.77,125.54,17
Maybelline Mascara Pro,Maybelline,Beauty,maybelline-seller-027,48.37,0.0,125,6045.86,4.92,134,2026-04-01,Vietnam,Lazada,maybelline mascara pro,maybelline,13.477500000000001,31.494999999999997,45.557500000000005,16
Nestle Cereal,Nestle,Groceries,nestle-seller-020,25.77,10.44,213,5489.1,4.65,1097,2026-04-01,Vietnam,Lazada,nestle cereal,nestle,9.8175,14.379999999999999,23.295,18
Oishi Snack Mix,Oishi,Groceries,oishi-seller-003,18.48,26.49,268,4953.2,4.8,247,2026-04-01,Thailand,Lazada,oishi snack mix,oishi,13.08,16.34,29.01,17
Samsung SSD,Samsung,Electronics,samsung-seller-031,189.01,18.58,36,6804.35,4.86,218,2026-04-01,Thailand,Shopee,samsung ssd,samsung,173.70999999999998,290.11,390.29,15
Nestle Cereal Max,Nestle,Groceries,nestle-seller-056,32.72,9.05,241,7886.29,4.55,29,2026-04-01,Indonesia,Shopee,nestle cereal max,nestle,15.4875,22.479999999999997,24.615,14
L'Oreal Shampoo,L'Oreal,Beauty,l'oreal-seller-034,35.32,8.63,156,5509.55,4.89,38,2026-04-01,Indonesia,Lazada,l oreal shampoo,l oreal,14.915,21.92,34.74,14
Kikkoman Soy Sauce Plus,Kikkoman,Groceries,kikkoman-seller-025,2.79,6.42,692,1932.83,4.74,288,2026-04-01,Philippines,Shopee,kikkoman soy sauce plus,kikkoman,7.845000000000001,13.34,23.33,15
Anker USB-C Hub Max,Anker,Accessories,anker-seller-055,50.08,21.85,148,7411.72,4.22,49,2026-04-01,Philippines,Shopee,anker usb c hub max,anker,18.205,38.7,57.4075,14
Innisfree Clay Mask Standard,Innisfree,Beauty,innisfree-seller-034,25.92,8.12,209,5417.31,4.33,73,2026-04-01,Indonesia,Shopee,innisfree clay mask standard,innisfree,26.12,28.18,37.05,11
Baseus Laptop Stand Max,Baseus,Accessories,baseus-seller-058,46.48,0.0,92,4275.91,4.05,183,2026-04-01,Philippines,Lazada,baseus laptop stand max,baseus,31.35,49.355000000000004,69.3025,20
Oishi Snack Mix Pro,Oishi,Groceries,oishi-seller-035,16.34,11.29,273,4461.99,5.0,129,2026-04-01,Thailand,Lazada,oishi snack mix pro,oishi,13.08,16.34,29.01,17
Anker USB-C Hub 2026,Anker,Accessories,anker-seller-018,20.93,7.22,143,2992.29,4.03,146,2026-04-01,Malaysia,Lazada,anker usb c hub 2026,anker,26.74,45.61,54.92,9
Philips Desk Fan Standard,Philips,Home & Living,philips-seller-014,30.55,26.61,153,4674.01,4.38,258,2026-04-01,Vietnam,Shopee,philips desk fan standard,philips,30.745,85.29,123.395,15
LocknLock Food Container 2026,LocknLock,Home & Living,locknlock-seller-046,88.91,9.94,58,5156.53,4.33,75,2026-04-01,Indonesia,Lazada,locknlock food container 2026,locknlock,71.62,88.91,119.465,7
Oishi Snack Mix Mini,Oishi,Groceries,oishi-seller-058,11.04,9.54,396,4370.77,4.71,167,2026-04-01,Malaysia,Shopee,oishi snack mix mini,oishi,17.182499999999997,22.865000000000002,30.43,10
Logitech Wireless Mouse Plus,Logitech,Accessories,logitech-seller-058,45.61,5.96,119,5427.34,4.56,18,2026-04-01,Malaysia,Lazada,logitech wireless mouse plus,logitech,26.74,45.61,54.92,9
Anker USB-C Hub Standard,Anker,Accessories,anker-seller-028,11.91,16.97,294,3501.61,4.89,33,2026-04-01,Philippines,Shopee,anker usb c hub standard,anker,18.205,38.7,57.4075,14
Philips Desk Fan,Philips,Home & Living,philips-seller-045,195.94,14.05,44,8621.45,4.55,511,2026-04-01,Singapore,Shopee,philips desk fan,philips,73.4575,107.11,153.76000000000002,14
LocknLock Food Container Pro,LocknLock,Home & Living,locknlock-seller-053,45.32,9.58,78,3534.85,4.32,960,2026-04-01,Philippines,Lazada,locknlock food container pro,locknlock,47.79,70.94,112.47,13
Samsung SSD Standard,Samsung,Electronics,samsung-seller-053,158.41,6.13,35,5544.18,4.44,21,2026-04-01,Thailand,Shopee,samsung ssd standard,samsung,173.70999999999998,290.11,390.29,15
Anker Charging Cable Max,Anker,Accessories,anker-seller-042,40.4,24.36,114,4606.17,3.99,15,2026-04-01,Philippines,Lazada,anker charging cable max,anker,31.35,49.355000000000004,69.3025,20
Xiaomi Smart Band 2026,Xiaomi,Electronics,xiaomi-seller-056,218.99,15.6,23,5036.66,4.3,77,2026-04-01,Philippines,Lazada,xiaomi smart band 2026,xiaomi,144.9275,225.20499999999998,331.09000000000003,26
Innisfree Clay Mask Max,Innisfree,Beauty,innisfree-seller-059,13.67,11.95,277,3787.3,4.65,1721,2026-04-01,Indonesia,Lazada,innisfree clay mask max,innisfree,14.915,21.92,34.74,14
Innisfree Moisturizer Standard,Innisfree,Beauty,innisfree-seller-005,44.14,14.3,131,5782.82,4.14,96,2026-04-01,Philippines,Lazada,innisfree moisturizer standard,innisfree,14.325,27.92,40.269999999999996,11
